Country,City,Population
Angola,Menongue,"32,203"
Angola,Caxito,"28,224"
Angola,Longonjo,"24,346"
Angola,Mbanza Congo,"24,220"
Angola,Caala,"21,205"
Angola,Luena,"21,115"
Angola,Lucapa,"20,115"
Angola,Camacupa,"19,150"
Angola,Catabola,"18,855"
Angola,Luau,"18,465"
Angola,N'zeto,"18,352"
Angola,Catumbela,"16,977"
Angola,Camabatela,"12,837"
Angola,Uacu Cungo,"10,970"
Angola,Caconda,"10,549"
Angola,Ondjiva,"10,169"
Angola,Quibala,"8,915"
Angola,Chissamba,"7,677"
Angola,Chela,"5,811"
Angola,Leua,"5,168"
Ukraine,Kyiv,"2,797,553"
Ukraine,Kharkiv,"1,430,885"
Ukraine,Dnipro,"1,032,822"
Ukraine,Donetsk,"1,024,700"
Ukraine,Odessa,"1,001,558"
Ukraine,Zaporizhia,"796,217"
Ukraine,Lviv,"717,803"
Ukraine,Kryvyi Rih,"652,380"
Ukraine,Mykolayiv,"510,840"
Ukraine,Mariupol,"481,626"
Ukraine,Luhansk,"452,000"
Ukraine,Sevastopol,"416,263"
Ukraine,Khmelnytskyi,"398,346"
Ukraine,Makiyivka,"376,610"
Ukraine,Vinnytsia,"352,115"
Ukraine,Simferopol,"336,460"
Ukraine,Kherson,"320,477"
Ukraine,Poltava,"317,847"
Ukraine,Chernihiv,"307,684"
Ukraine,Cherkasy,"297,568"
Ukraine,Sumy,"294,456"
Ukraine,Zhytomyr,"282,192"
Ukraine,Horlivka,"278,550"
Ukraine,Rivne,"255,106"
Ukraine,Kropyvnytskyi,"249,454"
Ukraine,Kamianske,"248,575"
Ukraine,Chernivtsi,"236,250"
Ukraine,Ternopil,"235,676"
Ukraine,Kremenchuk,"227,494"
Ukraine,Lutsk,"213,661"
Ukraine,Ivano-Frankivsk,"204,200"
Ukraine,Bila Tserkva,"199,163"
Ukraine,Kramators'k,"173,700"
Ukraine,Melitopol,"158,000"
Ukraine,Kerch,"148,932"
Ukraine,Nikopol,"130,500"
Ukraine,Syevyerodonets'k,"130,000"
Ukraine,Sloviansk,"124,800"
Ukraine,Berdyansk,"118,284"
Ukraine,Uzhgorod,"117,878"
Ukraine,Alchevs'k,"116,000"
Ukraine,Pavlohrad,"115,932"
Ukraine,Lysychans'k,"111,600"
Ukraine,Yevpatoriya,"106,202"
Ukraine,Yenakiyeve,"104,101"
Ukraine,Oleksandriya,"103,000"
Ukraine,Kamianets-Podilskyi,"100,000"
Ukraine,Konotop,"91,798"
Ukraine,Kostyantynivka,"91,259"
Ukraine,Krasnyy Luch,"90,005"
Ukraine,Brovary,"88,506"
Ukraine,Uman,"87,658"
Ukraine,Berdychiv,"86,250"
Ukraine,Shostka,"85,432"
Ukraine,Kadiyivka,"84,425"
Ukraine,Chervonohrad,"83,000"
Ukraine,Izmayil,"82,485"
Ukraine,Mukacheve,"81,633"
Ukraine,Bakhmut,"80,500"
Ukraine,Drohobych,"79,406"
Ukraine,Yalta,"77,003"
Ukraine,Nizhyn,"75,499"
Ukraine,Novomoskovs'k,"73,100"
Ukraine,Shakhtars'k,"71,700"
Ukraine,Pervomays'k,"70,746"
Ukraine,Feodosiya,"68,562"
Ukraine,Pokrovsk,"68,263"
Ukraine,Chystyakove,"68,037"
Ukraine,Sverdlovs'k,"68,000"
Ukraine,Kalush,"67,698"
Ukraine,Smila,"67,530"
Ukraine,Kovel,"66,400"
Ukraine,Korosten',"65,000"
Ukraine,Khartsyz'k,"64,000"
Ukraine,Rubizhne,"62,993"
Ukraine,Pryluky,"62,823"
Ukraine,Druzhkivka,"62,315"
Ukraine,Lozova,"62,311"
Ukraine,Kolomyia,"61,781"
Ukraine,Antratsyt,"61,600"
Ukraine,Stryi,"61,404"
Ukraine,Novovolyns'k,"57,800"
Ukraine,Novohrad-Volynskyi,"55,925"
Ukraine,Energodar,"55,800"
Ukraine,Snizhne,"55,587"
Ukraine,Boryspil',"55,000"
Ukraine,Chornomors'k,"54,102"
Ukraine,Izyum,"53,778"
Ukraine,Roven'ky,"53,600"
Ukraine,Lubny,"52,600"
Ukraine,Bryanka,"51,921"
Ukraine,Horishni Plavni,"51,740"
Ukraine,Zhovti Vody,"51,559"
Ukraine,Fastiv,"51,143"
Ukraine,Nova Kakhovka,"50,672"
Ukraine,Marhanets',"50,443"
Ukraine,Bilhorod-Dnistrovskyi,"50,201"
Ukraine,Okhtyrka,"49,818"
Ukraine,Myrnohrad,"49,646"
Ukraine,Sorokyne,"49,352"
Ukraine,Romny,"48,570"
Ukraine,Svitlovods'k,"47,946"
Ukraine,Shepetivka,"46,419"
Ukraine,Bucha,"42,279"
Ukraine,Voznesensk,"42,248"
Ukraine,Varash,"42,000"
Ukraine,Toretsk,"41,758"
Ukraine,Dzhankoy,"41,731"
Ukraine,Pervomays'k,"41,480"
Ukraine,Myrhorod,"41,377"
Ukraine,Irpin,"40,789"
Ukraine,Podil's'k,"40,664"
Ukraine,Kirovs'k,"40,000"
Ukraine,Vasylkiv,"39,700"
Ukraine,Yuzhnoukrains'k,"39,430"
Ukraine,Volodymyr-Volynskyi,"38,256"
Ukraine,Dubno,"37,690"
Ukraine,Yasynuvata,"37,600"
Ukraine,Kakhovka,"36,816"
Ukraine,Boryslav,"36,704"
Ukraine,Pereiaslav-Khmelnytskyi,"36,527"
Ukraine,Chuhuyiv,"36,519"
Ukraine,Dobropillya,"35,977"
Ukraine,Zhmerynka,"35,960"
Ukraine,Avdiyivka,"35,826"
Ukraine,Hlukhiv,"35,387"
Ukraine,Sambir,"35,197"
Ukraine,Tokmak,"34,926"
Ukraine,Boyarka,"34,631"
Ukraine,Dolyns'ka,"34,267"
Ukraine,Starokostiantyniv,"33,897"
Ukraine,Vyshneve,"33,183"
Ukraine,Slavuta,"33,080"
Ukraine,Netishyn,"33,063"
Ukraine,Mohyliv-Podilskyi,"32,500"
Ukraine,Kupjansk,"32,449"
Ukraine,Synel'nykove,"31,900"
Ukraine,Obukhiv,"31,557"
Ukraine,Balakliya,"31,156"
Ukraine,Krasnoperekops'k,"30,700"
Ukraine,Kostopil',"30,500"
Ukraine,Debal'tseve,"30,200"
Ukraine,Pervomays'kyy,"30,000"
Ukraine,Alushta,"29,586"
Ukraine,Pereval's'k,"29,220"
Ukraine,Chortkiv,"28,855"
Ukraine,Novoyavorivs'k,"28,807"
Ukraine,Tsyurupyns'k,"28,800"
Ukraine,Saki,"28,322"
Ukraine,Znomenka,"28,318"
Ukraine,Lyman,"28,200"
Ukraine,Khmilnyk,"28,136"
Ukraine,Khust,"27,999"
Ukraine,Zolotonosha,"27,722"
Ukraine,Lebedyn,"27,695"
Ukraine,Vynohradiv,"27,600"
Ukraine,Bakhchysarai,"27,351"
Ukraine,Sarny,"27,097"
Ukraine,Malyn,"27,068"
Ukraine,Truskavets',"26,600"
Ukraine,Berehove,"25,741"
Ukraine,Kaniv,"25,666"
Ukraine,Molodohvardiys'k,"25,654"
Ukraine,Kozyatyn,"25,645"
Ukraine,Popasna,"25,442"
Ukraine,Korostyshiv,"25,099"
Ukraine,Yuzhne,"25,000"
Ukraine,Slavutych,"25,000"
Ukraine,Haisyn,"24,687"
Ukraine,Armyansk,"24,442"
Ukraine,Selydove,"24,269"
Ukraine,Krolevets',"24,115"
Ukraine,Dokuchayevs'k,"23,900"
Ukraine,Volnovakha,"23,731"
Ukraine,Zdolbuniv,"23,697"
Ukraine,Merefa,"23,679"
Ukraine,Kreminna,"23,538"
Ukraine,Bakhmach,"23,379"
Ukraine,Brody,"23,239"
Ukraine,Yahotyn,"22,779"
Ukraine,Hadyach,"22,667"
Ukraine,Zolochiv,"22,608"
Ukraine,Lyubotyn,"22,545"
Ukraine,Polonne,"22,348"
Ukraine,Vyshhorod,"22,080"
Ukraine,Starobil's'k,"22,000"
Ukraine,Kiliya,"21,754"
Ukraine,Heniches'k,"21,663"
Ukraine,Sokal',"21,451"
Ukraine,Krasnohrad,"21,426"
Ukraine,Ladyzhyn,"21,393"
Ukraine,Polohy,"21,380"
Ukraine,Amvrosiyivka,"21,307"
Ukraine,Kremenets,"21,000"
Ukraine,Kurakhovo,"20,700"
Ukraine,Dolyna,"20,696"
Ukraine,Piatykhatky,"20,459"
Ukraine,Dniprorudne,"20,271"
Ukraine,Nadvirna,"20,154"
Ukraine,Stebnyk,"20,087"
Ukraine,Putyvl',"20,000"
Ukraine,Krasyliv,"19,815"
Ukraine,Kivsharivka,"19,738"
Ukraine,Reni,"19,719"
Ukraine,Vovchans'k,"19,486"
Ukraine,Vatutine,"19,407"
Ukraine,Skadovs'k,"19,404"
Ukraine,Derhachi,"19,322"
Ukraine,Kalynivka,"19,315"
Ukraine,Balta,"19,220"
Ukraine,Zvenihorodka,"19,161"
Ukraine,Zuhres,"19,121"
Ukraine,Korsun-Shevchenkivskyi,"19,000"
Ukraine,Lutuhyne,"18,830"
Ukraine,Svatove,"18,770"
Ukraine,Shpola,"18,689"
Ukraine,Balaklava,"18,649"
Ukraine,Novoukrayinka,"18,633"
Ukraine,Bilopillya,"17,824"
Ukraine,Bohodukhiv,"17,818"
Ukraine,Izyaslav,"17,758"
Ukraine,Ilovays'k,"17,621"
Ukraine,Rozdil'na,"17,615"
Ukraine,Chervonopartyzans'k,"17,526"
Ukraine,Skvyra,"17,452"
Ukraine,Orikhiv,"17,287"
Ukraine,Karlivka,"17,226"
Ukraine,Pidhorodne,"17,103"
Ukraine,Horodok,"17,086"
Ukraine,Berezhani,"16,962"
Ukraine,Bar,"16,641"
Ukraine,Sudak,"16,597"
Ukraine,Kivertsi,"16,509"
Ukraine,Svalyava,"16,507"
Ukraine,Bohuslav,"16,498"
Ukraine,Hulyaypole,"16,442"
Ukraine,Bilohirsk,"16,428"
Ukraine,Ovruch,"16,398"
Ukraine,Talne,"16,388"
Ukraine,Ochakiv,"16,300"
Ukraine,Tulchyn,"16,136"
Ukraine,Hola Prystan',"16,102"
Ukraine,Zmiyiv,"16,095"
Ukraine,Pyryatyn,"16,089"
Ukraine,Horodok,"15,993"
Ukraine,Dunaivtsi,"15,836"
Ukraine,Apostolove,"15,828"
Ukraine,Slobozhans'ke,"15,825"
Ukraine,Artsyz,"15,761"
Ukraine,Novyy Buh,"15,646"
Ukraine,Hayvoron,"15,526"
Ukraine,Bolhrad,"15,274"
Ukraine,Zhashkiv,"15,264"
Ukraine,Radomyshl,"15,252"
Ukraine,Nosivka,"15,164"
Ukraine,Horodyshche,"15,063"
Ukraine,Vasylivka,"15,012"
Ukraine,Beryslav,"14,880"
Ukraine,Snihurivka,"14,873"
Ukraine,Burshtyn,"14,729"
Ukraine,Rakhiv,"14,674"
Ukraine,Kamianka,"14,547"
Ukraine,Novhorod-Sivers'kyy,"14,400"
Ukraine,Tetiiv,"14,388"
Ukraine,Chasiv Yar,"14,360"
Ukraine,Nyzhnya Krynka,"14,253"
Ukraine,Ostroh,"14,251"
Ukraine,Mykolaiv,"14,251"
Ukraine,Koryukivka,"14,215"
Ukraine,Khorol,"14,117"
Ukraine,Khrystynivka,"14,056"
Ukraine,Kotsyubyns'ke,"13,934"
Ukraine,Sivers'k,"13,900"
Ukraine,Prymors'k,"13,900"
Ukraine,Shchastya,"13,800"
Ukraine,Bilyayivka,"13,762"
Ukraine,Ukrainka,"13,636"
Ukraine,Horodnya,"13,601"
Ukraine,Nova Odesa,"13,547"
Ukraine,Rozhyshche,"13,280"
Ukraine,Kaharlyk,"13,245"
Ukraine,Mykhaylivka,"13,216"
Ukraine,Terebovlya,"13,153"
Ukraine,Nova Vodolaha,"13,112"
Ukraine,Yavoriv,"13,008"
Ukraine,Zhovkva,"12,973"
Ukraine,Tarashcha,"12,952"
Ukraine,Myronivka,"12,871"
Ukraine,Mena,"12,766"
Ukraine,Stanytsya Luhans'ka,"12,765"
Ukraine,Zbarazh,"12,736"
Ukraine,Novomyrhorod,"12,728"
Ukraine,Uzyn,"12,726"
Ukraine,Soledar,"12,662"
Ukraine,Kotel'va,"12,660"
Ukraine,Bashtanka,"12,657"
Ukraine,Mala Vyska,"12,644"
Ukraine,Hvardiiske,"12,589"
Ukraine,Primorskiy,"12,560"
Ukraine,Hlobyne,"12,544"
Ukraine,Hostomel,"12,450"
Ukraine,Ichnya,"12,417"
Ukraine,Solonytsivka,"12,378"
Ukraine,Yakymivka,"12,353"
Ukraine,Barvinkove,"12,344"
Ukraine,Svetlodarsk,"12,273"
Ukraine,Baranivka,"12,220"
Ukraine,Novoazovs'k,"12,200"
Ukraine,Buchach,"12,082"
Ukraine,Borodianka,"12,069"
Ukraine,Lokhvytsya,"11,950"
Ukraine,Shchors,"11,857"
Ukraine,Ovidiopol,"11,818"
Ukraine,Rokytne,"11,726"
Ukraine,Kobelyaky,"11,692"
Ukraine,Nemyriv,"11,633"
Ukraine,Makariv,"11,594"
Ukraine,Rodyns'ke,"11,550"
Ukraine,Bobrovytsya,"11,544"
Ukraine,Kostyantynivka,"11,540"
Ukraine,Chyhyryn,"11,515"
Ukraine,Buryn',"11,400"
Ukraine,Borzna,"11,363"
Ukraine,Mospyne,"11,300"
Ukraine,Zolochiv,"11,160"
Ukraine,Krasnogvardeyskoye,"11,134"
Ukraine,Hirs'ke,"11,046"
Ukraine,Kamin-Kashyrskyi,"11,042"
Ukraine,Chernomorskoye,"11,039"
Ukraine,Hrebinka,"11,017"
Ukraine,Mostys'ka,"11,000"
Ukraine,Vysokyy,"10,988"
Ukraine,Borshchiv,"10,959"
Ukraine,Shyroke,"10,920"
Ukraine,Khotyn,"10,799"
Ukraine,Novodnistrovs'k,"10,770"
Ukraine,Illintsi,"10,770"
Ukraine,Baryshivka,"10,762"
Ukraine,Oleksandrivka,"10,687"
Ukraine,Vesele,"10,683"
Ukraine,Kalanchak,"10,673"
Ukraine,Letychiv,"10,669"
Ukraine,Shchyolkino,"10,593"
Ukraine,Bolekhiv,"10,590"
Ukraine,Sartana,"10,543"
Ukraine,Pomichna,"10,539"
Ukraine,Sovetskiy,"10,410"
Ukraine,Tatarbunary,"10,396"
Ukraine,Zin'kiv,"10,393"
Ukraine,Pohrebyshche,"10,354"
Ukraine,Gaspra,"10,310"
Ukraine,Oktyabr'skoye,"10,244"
Ukraine,Chaplynka,"10,224"
Ukraine,Inkerman,"10,204"
Ukraine,Khodoriv,"10,172"
Ukraine,Ivankiv,"10,170"
Ukraine,Valky,"10,099"
Ukraine,Sniatyn,"10,089"
Ukraine,Cherniakhiv,"10,082"
Ukraine,Derazhnya,"10,058"
Ukraine,Mizhhirya,"10,000"
Ukraine,Liuboml,"10,000"
Ukraine,Pokotylivka,"9,962"
Ukraine,Radyvyliv,"9,928"
Ukraine,Vuhlehirs'k,"9,926"
Ukraine,Mar'yinka,"9,900"
Ukraine,Sokyryany,"9,877"
Ukraine,Novooleksiyivka,"9,852"
Ukraine,Gresovskiy,"9,835"
Ukraine,Zymohiria,"9,807"
Ukraine,Zalishchyky,"9,749"
Ukraine,Novopskov,"9,739"
Ukraine,Bilyts'ke,"9,718"
Ukraine,Velyka Dymerka,"9,606"
Ukraine,Vradiyivka,"9,578"
Ukraine,Andrushivka,"9,522"
Ukraine,Velyka Lepetykha,"9,511"
Ukraine,Novyy Svit,"9,488"
Ukraine,Pustomyty,"9,434"
Ukraine,Horodenka,"9,430"
Ukraine,Tysmenytsya,"9,426"
Ukraine,Lyubashivka,"9,426"
Ukraine,Tyachiv,"9,422"
Ukraine,Uspenka,"9,400"
Ukraine,Stary Krym,"9,370"
Ukraine,Bilozerka,"9,348"
Ukraine,Reshetylivka,"9,336"
Ukraine,Chervona Sloboda,"9,333"
Ukraine,Semenivka,"9,320"
Ukraine,Bezlyudivka,"9,294"
Ukraine,Dubrovytsya,"9,285"
Ukraine,Mirnoye,"9,284"
Ukraine,Kodyma,"9,276"
Ukraine,Irshava,"9,161"
Ukraine,Berezivka,"9,128"
Ukraine,Monastyryshche,"9,111"
Ukraine,Ratne,"9,081"
Ukraine,Kryzhopil',"9,024"
Ukraine,Kozova,"9,019"
Ukraine,Chornobayivka,"8,954"
Uzbekistan,Tashkent,"1,978,028"
Uzbekistan,Namangan,"432,456"
Uzbekistan,Samarkand,"319,366"
Uzbekistan,Andijon,"318,419"
Uzbekistan,Bukhara,"247,644"
Uzbekistan,Nukus,"230,006"
Uzbekistan,Qarshi,"222,898"
Uzbekistan,Qo`qon,"187,477"
Uzbekistan,Chirchiq,"167,842"
Uzbekistan,Fergana,"164,322"
Uzbekistan,Jizzax,"152,642"
Uzbekistan,Urganch,"150,110"
Uzbekistan,Tirmiz,"140,385"
Uzbekistan,Marg`ilon,"133,490"
Uzbekistan,Navoiy,"129,725"
Uzbekistan,Angren,"126,957"
Uzbekistan,Olmaliq,"121,207"
Uzbekistan,Bekobod,"86,259"
Uzbekistan,Denov,"68,994"
Uzbekistan,Chust,"64,966"
Uzbekistan,Kogon,"62,620"
Uzbekistan,Yangiyul,"60,000"
Uzbekistan,Koson,"59,681"
Uzbekistan,Kattaqo`rg`on,"59,382"
Uzbekistan,Oltinko`l,"59,122"
Uzbekistan,Shahrisabz,"57,051"
Uzbekistan,Asaka,"56,736"
Uzbekistan,Khiwa,"55,567"
Uzbekistan,Guliston,"53,373"
Uzbekistan,Beruniy,"50,929"
Uzbekistan,Khujayli,"50,000"
Uzbekistan,Chortoq,"49,844"
Uzbekistan,Novyy Turtkul',"48,908"
Uzbekistan,Urgut,"47,373"
Uzbekistan,Kosonsoy,"43,684"
Uzbekistan,Kitob,"41,938"
Uzbekistan,Ghijduwon,"41,070"
Uzbekistan,Oqtosh,"38,307"
Uzbekistan,Parkent,"35,973"
Uzbekistan,Ohangaron,"35,516"
Uzbekistan,Uchqurghon Shahri,"33,323"
Uzbekistan,Quva,"33,167"
Uzbekistan,Yangiyer,"32,636"
Uzbekistan,Quvasoy,"32,024"
Uzbekistan,Manghit,"30,854"
Uzbekistan,Uychi,"29,683"
Uzbekistan,Nurota,"29,403"
Uzbekistan,Muborak,"29,180"
Uzbekistan,Toshbuloq,"28,562"
Uzbekistan,Yangiqo`rg`on,"28,422"
Uzbekistan,Piskent,"27,865"
Uzbekistan,To`rqao`rg`on,"27,862"
Uzbekistan,Qibray,"27,750"
Uzbekistan,Iskandar,"27,636"
Uzbekistan,Gurlan,"27,506"
Uzbekistan,Zomin,"27,077"
Uzbekistan,Showot,"26,950"
Uzbekistan,Sirdaryo,"26,816"
Uzbekistan,Bulung'ur,"26,815"
Uzbekistan,Toshloq,"26,686"
Uzbekistan,Shofirkon,"26,527"
Uzbekistan,Salor,"26,494"
Uzbekistan,Bektemir,"26,380"
Uzbekistan,Haqqulobod,"26,257"
Uzbekistan,Qo`rg`ontepa,"25,861"
Uzbekistan,Oltiariq,"25,543"
Uzbekistan,G`uzor,"25,368"
Uzbekistan,Boysun,"25,050"
Uzbekistan,Yangirabot,"25,027"
Uzbekistan,Sho`rchi,"24,900"
Uzbekistan,Yangiobod,"24,900"
Uzbekistan,Gagarin,"24,856"
Uzbekistan,Zafar,"24,781"
Uzbekistan,Payshanba,"24,772"
Uzbekistan,G'azalkent,"24,700"
Uzbekistan,Chinoz,"24,553"
Uzbekistan,Karakul',"22,487"
Uzbekistan,Pop,"22,122"
Uzbekistan,Beshariq,"21,984"
Uzbekistan,Paxtakor,"21,384"
Uzbekistan,Tuytepa,"20,682"
Uzbekistan,Kirguli,"20,459"
Uzbekistan,Yaypan,"20,332"
Uzbekistan,Juma,"19,920"
Uzbekistan,Dashtobod,"19,718"
Uzbekistan,Bo`ka,"19,642"
Uzbekistan,Chiroqchi,"19,356"
Uzbekistan,Hazorasp,"17,643"
Uzbekistan,Beshkent,"17,010"
Uzbekistan,Qushkupir,"16,948"
Uzbekistan,Xo`jaobod,"16,889"
Uzbekistan,Chelak,"16,727"
Uzbekistan,Wobkent,"16,697"
Uzbekistan,Dustlik,"16,524"
Uzbekistan,Galaosiyo,"15,620"
Uzbekistan,Marhamat,"14,646"
Uzbekistan,Jomboy,"14,429"
Uzbekistan,Kegeyli Shahar,"14,147"
Uzbekistan,Yangi Marg`ilon,"14,114"
Uzbekistan,Urtaowul,"14,047"
Uzbekistan,Charxin,"13,791"
Uzbekistan,Qiziltepa,"13,558"
Uzbekistan,Hamza,"13,470"
Uzbekistan,Ishtixon,"13,024"
Uzbekistan,Muynoq,"13,000"
Uzbekistan,Romiton,"12,927"
Uzbekistan,Olot,"11,984"
Uzbekistan,Gazli,"11,446"
Uzbekistan,Nishon Tumani,"10,558"
Uzbekistan,Qorovulbozor,"8,618"
Uzbekistan,Daxbet,"8,044"
Uzbekistan,Shohimardon,"5,100"
Uzbekistan,Amir Timur,0
Malaysia,Kota Bharu,"1,459,994"
Malaysia,Kuala Lumpur,"1,453,975"
Malaysia,Klang,"879,867"
Malaysia,Kampung Baru Subang,"833,571"
Malaysia,Johor Bahru,"802,489"
Malaysia,Subang Jaya,"708,296"
Malaysia,Ipoh,"673,318"
Malaysia,Kuching,"570,407"
Malaysia,Petaling Jaya,"520,698"
Malaysia,Shah Alam,"481,654"
Malaysia,Kota Kinabalu,"457,326"
Malaysia,Sandakan,"392,288"
Malaysia,Seremban,"372,917"
Malaysia,Kuantan,"366,229"
Malaysia,Tawau,"306,462"
Malaysia,George Town,"300,000"
Malaysia,Kuala Terengganu,"285,065"
Malaysia,Sungai Petani,"228,843"
Malaysia,Miri,"228,212"
Malaysia,Taiping,"217,647"
Malaysia,Alor Setar,"217,368"
Malaysia,Bukit Mertajam,"212,329"
Malaysia,Sepang,"212,050"
Malaysia,Sibu,"198,239"
Malaysia,Malacca,"180,671"
Malaysia,Kulim,"170,889"
Malaysia,Kluang,"169,828"
Malaysia,Skudai,"159,733"
Malaysia,Batu Pahat,"156,236"
Malaysia,Bintulu,"151,617"
Malaysia,Kampung Pasir Gudang Baru,"145,639"
Malaysia,Kampung Sungai Ara,"140,849"
Malaysia,Tasek Glugor,"135,786"
Malaysia,Muar,"127,897"
Malaysia,Rawang,"120,447"
Malaysia,Butterworth,"107,591"
Malaysia,Lahad Datu,"105,622"
Malaysia,Semenyih,"92,491"
Malaysia,Port Dickson,"89,198"
Malaysia,Cukai,"82,425"
Malaysia,Putatan,"78,340"
Malaysia,Keningau,"77,650"
Malaysia,Ulu Tiram,"75,350"
Malaysia,Victoria,"73,653"
Malaysia,Taman Senai,"73,176"
Malaysia,Donggongon,"71,585"
Malaysia,Segamat,"69,816"
Malaysia,Kampong Baharu Balakong,"69,302"
Malaysia,Perai,"65,301"
Malaysia,Kangar,"63,869"
Malaysia,Kulai,"63,762"
Malaysia,Jitra,"63,489"
Malaysia,Teluk Intan,"63,353"
Malaysia,Semporna,"62,641"
Malaysia,Putra Heights,"60,000"
Malaysia,Temerluh,"59,916"
Malaysia,Kampong Dungun,"58,674"
Malaysia,Simpang Empat,"58,004"
Malaysia,Kuala Selangor,"55,887"
Malaysia,Kampung Bukit Baharu,"55,656"
Malaysia,Bandar Labuan,"54,752"
Malaysia,Kota Tinggi,"52,743"
Malaysia,Pontian Kechil,"50,836"
Malaysia,Putrajaya,"50,000"
Malaysia,Bentong Town,"49,213"
Malaysia,Banting,"48,240"
Malaysia,Bedong,"47,585"
Malaysia,Batu Gajah,"46,183"
Malaysia,Mentekab,"42,171"
Malaysia,Nibong Tebal,"40,072"
Malaysia,Raub,"40,024"
Malaysia,Kampong Pangkal Kalong,"39,904"
Malaysia,Lumut,"39,595"
Malaysia,Kuala Kangsar,"39,331"
Malaysia,Klebang Besar,"38,643"
Malaysia,Kampung Ayer Keroh,"37,716"
Malaysia,Kampung Baharu Nilai,"36,720"
Malaysia,Tangkak,"35,109"
Malaysia,Jerantut,"33,606"
Malaysia,Kudat,"32,393"
Malaysia,Pekan,"31,826"
Malaysia,Bahau,"31,273"
Malaysia,Bakri,"30,280"
Malaysia,Kuah,"30,212"
Malaysia,Bidur,"30,016"
Malaysia,Sarikei,"29,281"
Malaysia,Kampong Masjid Tanah,"29,185"
Malaysia,Tanah Merah,"29,116"
Malaysia,Serendah,"28,484"
Malaysia,Tampin,"28,238"
Malaysia,Tapah Road,"27,863"
Malaysia,Parit Buntar,"27,313"
Malaysia,Simanggang,"27,207"
Malaysia,Permatang Kuching,"27,191"
Malaysia,Yong Peng,"27,138"
Malaysia,Sungai Besar,"26,939"
Malaysia,Limbang,"26,199"
Malaysia,Sungai Udang,"26,044"
Malaysia,Batu Berendam,"25,028"
Malaysia,Jenjarum,"24,857"
Malaysia,Kertih,"24,401"
Malaysia,Tanjung Tokong,"24,071"
Malaysia,Ladang Seri Kundang,"23,307"
Malaysia,Pekan Nenas,"23,292"
Malaysia,Peringat,"23,288"
Malaysia,Batu Arang,"22,579"
Malaysia,Tanjung Sepat,"22,340"
Malaysia,Mersing,"22,007"
Malaysia,Labis,"21,906"
Malaysia,Marang,"21,410"
Malaysia,Kuang,"21,185"
Malaysia,Paka,"21,044"
Malaysia,Bagan Serai,"20,476"
Malaysia,Alor Gajah,"20,163"
Malaysia,Batang Berjuntai,"20,001"
Malaysia,Pelabuhan Klang,"20,000"
Malaysia,Batu Feringgi,"20,000"
Malaysia,Gua Musang,"19,731"
Malaysia,Kuala Pilah,"19,510"
Malaysia,Ranau,"19,294"
Malaysia,Papar,"19,278"
Malaysia,Kampong Kadok,"19,233"
Malaysia,Kuala Kedah,"19,231"
Malaysia,Kampar,"19,056"
Malaysia,Pasir Mas,"19,017"
Malaysia,Kampung Simpang Renggam,"17,528"
Malaysia,Parit Raja,"17,441"
Malaysia,Bukit Rambai,"17,391"
Malaysia,Sabak Bernam,"17,251"
Malaysia,Kepala Batas,"17,131"
Malaysia,Kampung Tanjung Karang,"16,393"
Malaysia,Pantai Remis,"16,317"
Malaysia,Gurun,"15,964"
Malaysia,Beaufort,"15,855"
Malaysia,Kapit,"15,771"
Malaysia,Kinarut,"15,716"
Malaysia,Kampung Ayer Molek,"15,497"
Malaysia,Kuala Lipis,"15,448"
Malaysia,Pantai Cenang,"15,000"
Malaysia,Bemban,"14,329"
Malaysia,Kuala Perlis,"13,917"
Malaysia,Sungai Pelek New Village,"13,829"
Malaysia,Jertih,"13,526"
Malaysia,Kelapa Sawit,"13,239"
Malaysia,Buloh Kasap,"13,088"
Malaysia,Kota Belud,"12,825"
Malaysia,"Kampung Bukit Tinggi, Bentong","12,346"
Malaysia,Tumpat,"12,280"
Malaysia,Kuala Sungai Baru,"12,269"
Malaysia,Juru,"12,265"
Malaysia,Pulau Sebang,"11,879"
Malaysia,Chaah,"11,844"
Malaysia,Padang Mat Sirat,"10,000"
Malaysia,Ayer Hangat,"10,000"
Malaysia,Telaga Batu,"10,000"
Malaysia,Taman Rajawali,"10,000"
Malaysia,Tanah Rata,"7,000"
Mozambique,Maputo,"1,191,613"
Mozambique,Matola,"675,422"
Mozambique,Beira,"530,604"
Mozambique,Nampula,"388,526"
Mozambique,Chimoio,"256,936"
Mozambique,Nacala,"224,795"
Mozambique,Quelimane,"188,964"
Mozambique,Tete,"129,316"
Mozambique,Xai-Xai,"127,366"
Mozambique,Maxixe,"119,868"
Mozambique,Mandimba,"118,922"
Mozambique,Ressano Garcia,"110,000"
Mozambique,Lichinga,"109,839"
Mozambique,Pemba,"108,737"
Mozambique,Dondo,"78,648"
Mozambique,Antonio Enes,"74,624"
Mozambique,Inhambane,"73,884"
Mozambique,Cuamba,"73,268"
Mozambique,Montepuez,"72,279"
Mozambique,Chokwe,"63,695"
Mozambique,Chibuto,"59,165"
Mozambique,Ilha de Mocambique,"54,315"
Mozambique,Mutuali,"30,523"
Mozambique,Mocimboa,"27,909"
Mozambique,Macia,"23,156"
Mozambique,Chinde,"16,500"
Ghana,Accra,"1,963,264"
Ghana,Kumasi,"1,468,609"
Ghana,Tamale,"360,579"
Ghana,Takoradi,"232,919"
Ghana,Atsiaman,"202,932"
