Country,City,Population
India,Mumbai,"12,691,836"
India,Delhi,"10,927,986"
India,Bengaluru,"5,104,047"
India,Kolkata,"4,631,392"
India,Chennai,"4,328,063"
India,Ahmedabad,"3,719,710"
India,Hyderabad,"3,597,816"
India,Pune,"2,935,744"
India,Surat,"2,894,504"
India,Kanpur,"2,823,249"
India,Jaipur,"2,711,758"
India,Navi Mumbai,"2,600,000"
India,Lucknow,"2,472,011"
India,Nagpur,"2,228,018"
India,Indore,"1,837,041"
India,Patna,"1,599,920"
India,Bhopal,"1,599,914"
India,Ludhiana,"1,545,368"
India,Tirunelveli,"1,435,844"
India,Agra,"1,430,055"
India,Vadodara,"1,409,476"
India,Gorakhpur,"1,324,570"
India,Nashik,"1,289,497"
India,Pimpri,"1,284,606"
India,Kalyan,"1,262,255"
India,Thane,"1,261,517"
India,Meerut,"1,223,184"
India,Nowrangapur,"1,220,946"
India,Faridabad,"1,220,229"
India,Ghaziabad,"1,199,191"
India,Dombivli,"1,193,000"
India,Rajkot,"1,177,362"
India,Varanasi,"1,164,404"
India,Amritsar,"1,092,450"
India,Allahabad,"1,073,438"
India,Visakhapatnam,"1,063,178"
India,Teni,"1,034,724"
India,Jabalpur,"1,030,168"
India,Haora,"1,027,672"
India,Aurangabad,"1,016,441"
India,Shivaji Nagar,"1,000,000"
India,Solapur,"997,281"
India,Srinagar,"975,857"
India,Chandigarh,"960,787"
India,Coimbatore,"959,823"
India,Jodhpur,"921,476"
India,Madurai,"909,908"
India,Guwahati,"899,094"
India,Gwalior,"882,458"
India,Vijayawada,"874,587"
India,Mysore,"868,313"
India,Ranchi,"846,454"
India,Hubli,"840,214"
India,Jalandhar,"785,178"
India,Thiruvananthapuram,"784,153"
India,Salem,"778,396"
India,Tiruchirappalli,"775,484"
India,Kota,"763,088"
India,Bhubaneshwar,"762,243"
India,Aligarh,"753,207"
India,Bareilly,"745,435"
India,Moradabad,"721,139"
India,Bhiwandi,"707,035"
India,Raipur,"679,995"
India,Gorakhpur,"674,246"
India,Bhilai,"625,138"
India,Jamshedpur,"616,338"
India,Borivli,"609,617"
India,Cochin,"604,696"
India,Amravati,"603,837"
India,Sangli,"601,214"
India,Cuttack,"580,000"
India,Bikaner,"576,015"
India,Warangal,"557,802"
India,Bhavnagar,"554,978"
India,Nanded,"550,564"
India,Raurkela,"536,450"
India,Guntur,"530,577"
India,Dehra Dun,"522,081"
India,Bhayandar,"520,301"
India,Durgapur,"518,872"
India,Ajmer,"517,911"
India,Ulhasnagar,"516,584"
India,Kolhapur,"516,142"
India,Shiliguri,"515,574"
India,Bilimora,"510,879"
India,Karol Bagh,"505,241"
India,Asansol,"504,271"
India,Jamnagar,"492,056"
India,Saharanpur,"484,873"
India,Gulbarga,"483,615"
India,Bhatpara,"483,129"
India,Jammu,"465,567"
India,Kurnool,"460,184"
India,Ujjain,"457,346"
India,Ramgundam,"452,261"
India,Shyamnagar,"441,956"
India,Nangi,"440,894"
India,Kozhikode,"439,922"
India,Malegaon,"435,362"
India,Davangere,"435,128"
India,Jalgaon,"429,298"
India,Akola,"428,857"
India,Belgaum,"428,720"
India,Gaya,"423,692"
India,Udaipur,"422,784"
India,Korba,"419,146"
India,Bokaro,"418,533"
India,Mangalore,"417,387"
India,Jhansi,"412,927"
India,Thoothukudi,"410,760"
India,Nellore,"404,158"
India,Tiruppur,"397,521"
India,Kollam,"394,163"
India,Panihati,"378,705"
India,Ahmadnagar,"367,140"
India,Dhulia,"366,980"
India,Bhagalpur,"361,548"
India,Punasa,"350,000"
India,Muzaffarnagar,"349,706"
India,Latur,"348,967"
India,Kukatpalli,"341,709"
India,Ambattur,"341,049"
India,Bellary,"336,681"
India,Muzaffarpur,"333,200"
India,Kamarhati,"332,965"
India,Mathura,"330,511"
India,Patiala,"329,224"
India,Chanda,"328,351"
India,Bhilwara,"326,431"
India,Trichur,"325,110"
India,Brahmapur,"324,726"
India,Shahjanpur,"320,434"
India,Shimoga,"319,550"
India,New Delhi,"317,797"
India,Rohtak,"317,245"
India,Tumkur,"307,359"
India,Firozabad,"306,409"
India,Nizamabad,"305,438"
India,Kulti,"305,405"
India,Rajahmundry,"304,804"
India,Barddhaman,"301,725"
India,Barasat,"298,127"
India,Bali,"296,973"
India,Hisar,"296,436"
India,Rampur,"296,418"
India,Greater Noida,"293,908"
India,Noida,"293,908"
India,Kakinada,"292,923"
India,Panipat,"292,808"
India,Parbhani,"289,629"
India,Darbhanga,"287,150"
India,Alwar,"283,228"
India,Bilaspur,"282,705"
India,Ichalkaranji,"274,383"
India,Bijapur,"271,064"
India,Aizawl,"265,331"
India,Jalna,"262,034"
India,Lal Bahadur Nagar,"261,987"
India,Dewas,"261,218"
India,Baranagar,"260,072"
India,Gajuwaka,"258,944"
India,Satna,"257,778"
India,Etawah,"257,448"
India,Durg,"255,283"
India,Naihati,"253,221"
India,Tirupati,"250,821"
India,Sonipat,"250,521"
India,Avadi,"250,044"
India,Tiruvottiyur,"248,059"
India,Saugor,"247,333"
India,Mau,"246,050"
India,Bihar Sharif,"244,230"
India,Hapur,"242,920"
India,Bathinda,"242,800"
India,Farrukhabad,"241,152"
India,Anantapur,"240,442"
India,Barasat,"237,783"
India,Ratlam,"236,843"
India,Ramagundam,"235,000"
India,Ganganagar,"231,838"
India,Bharatpur,"229,384"
India,Karimnagar,"228,745"
India,Puducherry,"227,411"
India,Shrirampur,"226,317"
India,Raichur,"225,962"
India,Quthbullapur,"225,816"
India,Karnal,"225,049"
India,Arrah,"223,676"
India,Imphal,"223,523"
India,Gosaba,"222,764"
India,Mirzapur,"220,029"
India,Kharagpur,"219,665"
India,Dhanbad,"219,636"
India,Tanjore,"219,571"
India,Amarnath,"217,780"
India,Nagercoil,"213,858"
India,Pali,"210,103"
India,Yamunanagar,"208,931"
India,Rewa,"208,461"
India,Secunderabad,"204,182"
India,Bidar,"204,071"
India,Agartala,"203,264"
India,Monghyr,"203,163"
India,Burhanpur,"202,695"
India,Nadiad,"202,067"
India,Chapra,"201,597"
India,Dindigul,"200,797"
India,Panchkula,"200,000"
India,Sikar,"199,932"
India,Bulandshahr,"198,612"
India,Purnia,"198,453"
India,Hospet,"197,846"
India,Gurgaon,"197,340"
India,Sambhal,"196,109"
India,Gandhinagar,"195,985"
India,Murwara,"195,856"
India,Nangloi Jat,"194,363"
India,Machilipatnam,"192,827"
India,Katihar,"192,555"
India,Bhiwani,"190,855"
India,Kultali,"187,942"
India,Raebareli,"186,433"
India,Haridwar,"186,079"
India,Singrauli,"185,580"
India,Junagadh,"184,447"
India,Sujangarh,"183,808"
India,Ellore,"183,387"
India,Bhusaval,"183,001"
India,Khandwa,"182,841"
India,Bahraigh,"182,218"
India,Sirsa,"181,639"
India,Chandannagar,"180,623"
India,Baharampur,"180,547"
India,Surendranagar,"179,628"
India,Vizianagaram,"179,358"
India,Proddatur,"177,797"
India,Vellore,"177,081"
India,Hugli,"177,005"
India,Alleppey,"176,783"
India,Amroha,"176,253"
India,Tambaram,"174,787"
India,Pathankot,"174,306"
India,Bhind,"174,035"
India,Shimla,"173,503"
India,Ongole,"172,872"
India,Gadag-Betageri,"172,813"
India,Puri,"170,841"
India,Haldia,"170,695"
India,Khammam,"170,503"
India,Raiganj,"170,252"
India,Ingraj Bazar,"170,039"
India,Jaunpur,"169,572"
India,Fatehpur,"166,480"
India,Gandhidham,"166,388"
India,Nandyal,"165,337"
India,Udupi,"165,000"
India,Loni,"164,810"
India,Sitapur,"164,435"
India,Shivpuri,"164,215"
India,Bhadravati,"163,903"
India,Adoni,"163,631"
India,Veraval,"163,326"
India,Sambalpur,"162,887"
India,Gadag,"162,569"
India,Unnao,"161,671"
India,Budaun,"161,555"
India,Jind,"161,260"
India,Madhyamgram,"161,126"
India,Jamuria,"160,242"
India,Jaigaon,"158,664"
India,Cuddalore,"158,569"
India,Orai,"158,265"
India,Hoshiarpur,"158,142"
India,Pallavaram,"157,145"
India,Hanumangarh,"155,687"
India,Kanchipuram,"155,029"
India,Alandur,"153,775"
India,Guna,"153,689"
India,Bahadurgarh,"153,613"
India,Bharuch,"153,528"
India,Medinipur,"153,349"
India,Fyzabad,"153,047"
India,Dinapore,"152,940"
India,Silchar,"152,393"
India,Banda,"152,218"
India,Morena,"152,004"
India,Tonk,"151,331"
India,Raj-Nandgaon,"150,755"
India,Serilingampalle,"150,525"
India,Virar,"150,357"
India,Malkajgiri,"150,000"
India,Shantipur,"149,983"
India,Barakpur,"148,174"
India,Erode,"147,270"
India,Ambala,"146,787"
India,Krishnanagar,"145,926"
India,Saharsa,"145,764"
India,Batala,"145,468"
India,Bhimavaram,"142,967"
India,Balurghat,"141,404"
India,Kaithal,"140,604"
India,Lakhimpur,"140,223"
India,Hazaribagh,"140,063"
India,Vidisha,"140,045"
India,Haldwani,"139,497"
India,Habra,"139,297"
India,Kumbakonam,"139,264"
India,Porbandar,"138,872"
India,Chitradurga,"138,587"
India,Thanesar,"138,279"
India,Tiruvannamalai,"138,243"
India,Anand,"138,009"
India,Kanchrapara,"136,954"
India,Mahbubnagar,"136,135"
India,Dimapur,"135,860"
India,Robertsonpet,"135,218"
India,Chhindwara,"134,847"
India,Mandya,"134,845"
India,Bankura,"133,966"
India,Hajipur,"133,606"
India,Gonda City,"133,583"
India,Bhuj,"133,459"
India,Hindupur,"133,298"
India,Shillong,"132,842"
India,Palghat,"132,728"
India,Godhra,"131,913"
India,Kishangarh,"131,749"
India,Raniganj,"131,261"
India,Pilibhit,"131,008"
India,Beawar,"130,777"
India,Abohar,"130,603"
India,Moga,"130,549"
India,Dehri,"129,938"
India,Deoria,"129,570"
India,Hassan,"128,531"
India,Khardah,"128,346"
India,Yavatmal,"128,175"
India,Halisahar,"128,172"
India,Panvel,"128,046"
India,Titagarh,"127,751"
India,Cuddapah,"127,010"
India,Bettiah,"127,008"
India,Hathras,"126,882"
India,Lalitpur,"126,475"
India,Kolar,"126,441"
India,Mandsaur,"124,988"
India,Gondia,"124,897"
India,Rajapalaiyam,"124,168"
India,Darjiling,"123,797"
India,Mohali,"123,484"
India,Palanpur,"123,294"
India,Dam Dam,"122,719"
India,Hardoi,"122,635"
India,Puruliya,"122,533"
India,Dibrugarh,"122,155"
India,Palwal,"121,965"
India,Nalgonda,"121,826"
India,Bhadreswar,"121,662"
India,Vejalpur,"121,610"
India,Chikmagalur,"121,484"
India,Raigarh,"121,278"
India,Guntakal Junction,"120,964"
India,Gangapur,"120,115"
India,Deoli,"120,000"
India,Siwan,"119,181"
India,Damoh,"118,776"
India,Adilabad,"118,526"
India,Chicacole,"118,299"
India,Uppal Kalan,"118,259"
India,Jetpur,"118,068"
India,Morbi,"118,022"
India,Patan,"117,863"
India,Khanna,"117,137"
India,Botad,"117,053"
India,Rishra,"117,014"
India,Azamgarh,"116,644"
India,Yelahanka,"116,447"
India,Gudivada,"116,161"
India,Baidyabati,"115,504"
India,Basti,"115,115"
India,Balasore,"114,321"
India,Dharmavaram,"114,050"
India,Maler Kotla,"113,840"
India,Wardha,"113,759"
India,Jhunjhunun,"113,193"
India,Satara,"112,793"
India,Chanduasi,"112,635"
India,Mothihari,"112,144"
India,Chas,"112,141"
India,Pudukkottai,"112,118"
India,Rewari,"112,079"
India,Port Blair,"112,050"
India,Suriapet,"111,729"
India,Bangaon,"111,693"
India,Chhatarpur,"111,594"
India,Ashoknagar Kalyangarh,"111,475"
India,Achalpur,"111,278"
India,Navadwip,"111,123"
India,Barsi,"110,983"
China,Shanghai,"22,315,474"
China,Beijing,"11,716,620"
China,Tianjin,"11,090,314"
China,Guangzhou,"11,071,424"
China,Shenzhen,"10,358,381"
China,Wuhan,"9,785,388"
China,Dongguan,"8,000,000"
China,Chongqing,"7,457,600"
China,Chengdu,"7,415,590"
China,Nanjing,"7,165,292"
China,Nanchong,"7,150,000"
China,Xi'an,"6,501,190"
China,Shenyang,"6,255,921"
China,Hangzhou,"6,241,971"
China,Harbin,"5,878,939"
China,Tai'an,"5,499,000"
China,Suzhou,"5,345,961"
China,Shantou,"5,329,024"
China,Jinan,"4,335,989"
China,Zhengzhou,"4,253,913"
China,Changchun,"4,193,073"
China,Dalian,"4,087,733"
China,Kunming,"3,855,346"
China,Qingdao,"3,718,835"
China,Foshan,"3,600,000"
China,Puyang,"3,590,000"
China,Wuxi,"3,543,719"
China,Xiamen,"3,531,347"
China,Tianshui,"3,500,000"
China,Ningbo,"3,491,597"
China,Shiyan,"3,460,000"
China,Taiyuan,"3,426,519"
China,Tangshan,"3,372,102"
China,Hefei,"3,310,268"
China,Zibo,"3,129,228"
China,Zhongshan,"3,121,275"
China,Changsha,"3,093,980"
China,Urumqi,"3,029,372"
China,Shijiazhuang,"2,834,942"
China,Lanzhou,"2,628,426"
China,Yunfu,"2,612,800"
China,Nanchang,"2,357,839"
China,Dadonghai,"2,000,000"
China,Ordos,"1,940,653"
China,Jilin,"1,881,977"
China,Bayan Nur,"1,760,000"
China,Kunshan,"1,600,000"
China,Xinyang,"1,590,668"
China,Fushun,"1,400,646"
China,Luoyang,"1,390,581"
China,Guankou,"1,380,000"
China,Handan,"1,358,318"
China,Baotou,"1,301,768"
China,Xuchang,"1,265,536"
China,Yueyang,"1,200,000"
China,Anshan,"1,199,275"
China,Tongshan,"1,199,193"
China,Fuzhou,"1,179,720"
China,Guiyang,"1,171,633"
China,Lijiang,"1,137,600"
China,Datong,"1,052,678"
China,Changshu City,"1,047,700"
China,Xianyang,"1,034,081"
China,Huainan,"1,027,655"
China,Jieyang,"1,001,985"
China,Zhu Cheng City,"1,000,000"
China,Baoding,"995,652"
China,Benxi,"987,717"
China,Changzhou,"949,018"
China,Huaibei,"903,039"
China,Kaifeng,"900,000"
China,Pingdingshan,"889,675"
China,Qiqihar,"882,364"
China,Wenzhou,"865,672"
China,Zhabei,"840,000"
China,Nanning,"803,788"
China,Anyang,"781,129"
China,Hohhot,"774,477"
China,Shangyu,"770,000"
China,Xining,"767,531"
China,Qinhuangdao,"759,718"
China,Hengyang,"759,602"
China,Xinxiang,"743,601"
China,Hegang,"743,307"
China,Langfang,"720,119"
China,Zhumadian,"720,000"
China,Yantai,"719,332"
China,Zhuzhou,"709,358"
China,Changzhi,"699,514"
China,Zhangjiakou,"692,602"
China,Zigong,"689,961"
China,Fuxin,"689,050"
China,Huangshi,"688,090"
China,Liaoyang,"687,890"
China,Xiangtan,"674,189"
China,Puyang Chengguanzhen,"666,322"
China,Nantong,"666,251"
China,Mudanjiang,"665,915"
China,Guilin,"649,352"
China,Zhanjiang,"637,790"
China,Zhenjiang,"632,552"
China,Dandong,"631,973"
China,Shaoguan,"628,749"
China,Yancheng,"628,441"
China,Panshan,"625,040"
China,Haikou,"615,835"
China,Taizhou,"612,356"
China,Xingtai,"611,739"
China,Jinzhou,"604,269"
China,Shuangyashan,"600,000"
China,Luancheng,"597,130"
China,Yingkou,"591,159"
China,Zhangzhou,"589,831"
China,Bengbu,"576,648"
China,Shihezi,"572,772"
China,Siping,"555,609"
China,Huai'an,"555,230"
China,Jiamusi,"549,549"
China,Neijiang,"546,854"
China,Yangzhou,"539,715"
China,Guli,"536,000"
China,Tanggu,"535,298"
China,Jiangmen,"532,419"
China,Cangzhou,"527,681"
China,Changde,"517,780"
China,Jiaozuo,"517,540"
China,Tonghua,"510,000"
China,Wuhu,"507,524"
China,Zhuhai,"501,199"
China,Shashi,"498,780"
China,Wuwei,"493,092"
China,Qionghai,"480,000"
China,Yichang,"476,725"
China,Yinchuan,"475,101"
China,Jiaojiang,"470,804"
China,Zunyi,"466,292"
China,Jiaxing,"466,101"
China,Liaoyuan,"465,249"
China,Xiangyang,"462,956"
China,Dadukou,"461,513"
China,Hengshui,"456,356"
China,Jining,"450,327"
China,Wenshan City,"450,000"
China,Chengde,"449,325"
China,Bei'an,"436,444"
China,Luqiao,"427,890"
China,Chaozhou,"424,787"
China,Shaoxing,"421,283"
China,Luohe,"417,356"
China,Yangquan,"413,394"
China,Chaoyang,"410,005"
China,Jixi,"403,759"
China,Yangjiang,"399,735"
China,Weifang,"394,732"
China,Xinpu,"392,444"
China,Dezhou,"379,555"
China,Zhoukou,"377,061"
China,Putian,"376,558"
China,Zhangjiakou Shi Xuanhua Qu,"373,422"
China,Pingxiang,"372,123"
China,Fenghuang,"370,000"
China,Zhaoqing,"361,969"
China,Huocheng,"360,000"
China,Anqing,"358,661"
China,Anshun,"351,936"
China,Chifeng,"346,654"
China,Taihecun,"345,033"
China,Shiqi,"342,306"
China,Aksu,"340,020"
China,Tieling,"333,907"
China,Jincheng,"332,650"
China,Yanji,"326,957"
China,Suizhou,"323,945"
China,Shangrao,"318,769"
China,Baicheng,"316,970"
China,Lianshan,"313,247"
China,Wusong,"312,588"
China,Jingdezhen,"310,565"
China,Shengli,"306,450"
China,Xinyuan,"300,000"
China,Yangshuo,"300,000"
China,Xiuying,"290,000"
China,Beihai,"289,568"
China,Huizhou,"289,201"
China,Chuzhou,"280,582"
China,Kashgar,"274,717"
China,Linyi,"270,669"
China,Chengzhong,"265,886"
China,Wuzhou,"265,846"
China,Hulan Ergi,"265,344"
China,Mianyang,"264,136"
China,Tongliao,"261,110"
China,Karamay,"260,000"
China,Aral,"260,000"
China,Jiujiang,"258,807"
China,Jining,"258,757"
China,Turpan,"254,900"
China,Heze,"254,602"
China,Laohekou,"253,112"
China,Suihua,"252,245"
China,Liupanshui,"251,900"
China,Nanyang,"251,532"
China,Wafangdian,"250,591"
China,Rizhao,"246,387"
China,Ji'an,"245,000"
China,Hebi,"244,662"
China,Huayin,"242,488"
China,Yibin,"242,111"
China,Xiantao,"239,406"
China,Yuci,"235,929"
China,Linfen,"232,566"
China,Liaocheng,"226,930"
China,Fendou,"226,298"
China,Huanggang,"225,956"
China,Jingling,"224,871"
China,Tongchuanshi,"223,603"
China,Xintai,"222,459"
China,Wuxue,"220,661"
China,Wuhai,"218,427"
China,Jinzhou,"215,386"
China,Guangyuan,"213,365"
China,Hailar,"211,066"
China,Daliang,"210,411"
China,Sanming,"209,444"
China,Hangu,"208,369"
China,Suzhou,"205,130"
China,Gaoping,"204,368"
China,Daqing,"203,488"
China,Yiyang,"202,608"
China,Linxia Chengguanzhen,"202,402"
China,Yuncheng,"201,950"
China,Changji,"198,776"
China,Kaiyuan,"198,423"
China,Mentougou,"197,772"
China,Xinhui,"195,129"
China,Ezhou,"193,652"
China,Humen,"191,891"
China,Haicheng,"191,651"
China,Zoucheng,"190,537"
China,Wanxian,"188,980"
China,Donghai,"188,602"
China,Baiyin,"188,533"
China,Laizhou,"188,000"
China,Zaoyang,"184,509"
China,Quanzhou,"184,143"
China,Baishan,"183,880"
China,Zaozhuang,"183,665"
China,Anda,"181,271"
China,Shangqiu,"181,218"
China,Xianning,"179,494"
China,Korla,"179,465"
China,Qianjiang,"179,079"
China,Chenzhou,"179,038"
China,Jingzhou,"177,878"
China,Zhenzhou,"176,006"
China,Xindi,"175,761"
China,Jiutai,"175,115"
China,Bozhou,"174,140"
China,Licheng,"172,775"
China,Weinan,"172,321"
China,Nanping,"171,674"
China,Dongling,"171,454"
China,Fuyang,"170,023"
China,Laiyang,"169,594"
China,Jingmen,"167,750"
China,Fuling,"166,507"
China,Gaozhou,"166,069"
China,Ulanhot,"165,846"
China,Shanwei,"165,699"
China,Jiaozhou,"165,026"
China,Fendou,"164,844"
China,Tongzhou,"163,326"
China,Anbu,"162,964"
China,Xiaogan,"160,437"
China,Qapqal,"160,000"
China,Zhicheng,"159,383"
China,Huzhou,"158,320"
China,Nanpiao,"157,044"
China,Yichun,"155,762"
China,Lianghu,"155,000"
China,Beipiao,"154,999"
China,Guangshui,"154,771"
China,Leshan,"154,477"
China,Zhaodong,"154,406"
China,Xinzhou,"154,003"
China,Sanshui,"153,714"
China,Boshan,"153,596"
China,Yangchun,"153,547"
China,Linhai,"152,937"
China,Dingzhou,"152,934"
China,Weihai,"152,595"
China,Chenghua,"152,453"
China,Deyang,"152,194"
China,Yichun,"152,169"
China,Longfeng,"152,074"
China,Qingyuan,"151,287"
China,Gaomi,"150,793"
China,Loudi,"150,684"
China,Huangyan,"150,448"
China,Dunhua,"148,844"
China,Yulin,"148,485"
China,Chizhou,"148,375"
China,Sujiatun,"148,113"
China,Honggang,"147,977"
China,Qujing,"146,015"
China,Hanzhong,"145,986"
China,Xinji,"145,911"
China,Taishan,"145,440"
China,Sanya,"144,753"
China,Acheng,"144,665"
China,Jinchang,"144,363"
China,Meizhou,"144,212"
China,Jinhua,"142,206"
China,Jieshou,"141,993"
China,Gongzhuling,"140,909"
China,Shanhaiguan,"140,000"
China,Altay,"139,341"
China,Huadian,"139,047"
China,Fuyu,"138,704"
China,Chaohu,"138,463"
China,Jieshi,"137,444"
China,Jiashan,"137,112"
China,Hami,"137,072"
China,Shizuishan,"136,570"
China,Gejiu,"136,135"
China,Jiagedaqi,"135,760"
China,Shiqiao,"135,308"
China,Dali,"134,040"
China,Puqi,"132,891"
China,Ankang,"132,654"
China,Zhalantun,"132,224"
China,Dawukou,"131,880"
China,Majie,"131,696"
China,Hepo,"131,238"
China,Dazhou,"130,749"
China,Shuangcheng,"130,710"
China,Dongyang,"130,387"
China,Jiazi,"130,298"
China,Songjiang,"130,218"
China,Shangri-La,"130,000"
China,Wuda,"129,922"
China,Leiyang,"129,116"
China,Xuanzhou,"127,758"
China,Huaihua,"127,322"
China,Jiangyou,"127,225"
China,Xichang,"126,787"
China,Danshui,"126,701"
China,Macheng,"126,366"
China,Huicheng,"125,919"
China,Xiazhen,"125,667"
China,Haimen,"125,427"
China,Shahecheng,"125,132"
China,Suining,"124,924"
China,Yushu,"124,736"
China,Lecheng,"124,268"
China,Laiwu,"124,108"
China,Jiupu,"123,843"
China,Baoshan,"123,791"
China,Luoyang,"123,144"
China,Minzhu,"123,018"
China,Huangzhou,"122,563"
China,Xiulin,"122,411"
China,Zhoucun,"122,402"
China,Jiayuguan,"122,396"
China,Lianhe,"121,367"
China,Xilin Hot,"120,965"
China,Fengcheng,"120,514"
China,Zhaoyuan,"120,000"
China,Lhasa,"118,721"
China,Puning,"118,023"
China,Shunyi,"117,623"
China,Longjing,"117,185"
China,Qingzhou,"117,056"
China,Dasha,"116,307"
China,Yakeshi,"116,284"
China,Binzhou,"115,893"
China,Lengshuijiang,"115,399"
China,Tianfu,"115,370"
China,Wenchang,"115,000"
China,Mingshui,"114,858"
China,Yuyao,"114,177"
China,Hotan,"114,000"
China,Pingshan,"113,631"
China,Songyuan,"113,611"
China,Maba,"113,609"
China,Guangming,"112,819"
China,Haikou,"112,644"
China,Shaowu,"112,585"
China,Kaiyuan,"112,462"
China,Beibei,"112,019"
China,Dongtai,"110,988"
China,Encheng,"110,921"
China,Zhuji,"110,721"
China,Qingnian,"110,046"
China,Mizhou,"109,968"
China,Linshui,"109,955"
China,Hailun,"109,881"
China,Shilong,"109,733"
China,Tieli,"109,636"
China,Dongxing,"109,561"
United States,New York City,"8,175,133"
United States,Los Angeles,"3,971,883"
United States,Chicago,"2,720,546"
United States,Brooklyn,"2,300,664"
United States,Houston,"2,296,224"
United States,Queens,"2,272,771"
United States,Philadelphia,"1,567,442"
United States,Phoenix,"1,563,025"
United States,Manhattan,"1,487,536"
United States,San Antonio,"1,469,845"
United States,San Diego,"1,394,928"
United States,The Bronx,"1,385,108"
United States,Dallas,"1,300,092"
United States,San Jose,"1,026,908"
United States,Austin,"931,830"
United States,Jacksonville,"868,031"
United States,San Francisco,"864,816"
United States,Columbus,"850,106"
United States,Fort Worth,"833,319"
United States,Indianapolis,"829,718"
United States,Charlotte,"827,097"
United States,Seattle,"684,451"
United States,Denver,"682,545"
United States,El Paso,"681,124"
United States,Detroit,"677,116"
United States,Boston,"667,137"
United States,Memphis,"655,770"
United States,New South Memphis,"641,608"
United States,Portland,"632,309"
United States,Oklahoma City,"631,346"
United States,Las Vegas,"623,747"
United States,Baltimore,"621,849"
United States,"Washington, D.C.","601,723"
United States,Milwaukee,"600,155"
United States,South Boston,"571,281"
United States,Albuquerque,"559,121"
United States,Tucson,"531,641"
United States,Nashville,"530,852"
United States,Fresno,"520,052"
United States,Sacramento,"490,712"
United States,Kansas City,"475,378"
United States,Long Beach,"474,140"
United States,Mesa,"471,825"
United States,Staten Island,"468,730"
United States,Atlanta,"463,878"
United States,Colorado Springs,"456,568"
United States,Virginia Beach,"452,745"
United States,Raleigh,"451,066"
United States,Omaha,"443,885"
United States,Miami,"441,003"
United States,Oakland,"419,267"
United States,Minneapolis,"410,939"
United States,Tulsa,"403,505"
United States,Wichita,"389,965"
United States,New Orleans,"389,617"
United States,Arlington,"388,125"
United States,Cleveland,"388,072"
United States,Bakersfield,"373,640"
United States,Honolulu,"371,657"
United States,Tampa,"369,075"
United States,Aurora,"359,407"
United States,Anaheim,"350,742"
United States,West Raleigh,"338,759"
United States,Santa Ana,"335,400"
United States,Corpus Christi,"324,074"
United States,Riverside,"322,424"
United States,St. Louis,"315,685"
United States,Lexington-Fayette,"314,488"
United States,Stockton,"305,658"
United States,Pittsburgh,"304,391"
United States,Anchorage,"298,695"
United States,Cincinnati,"296,943"
United States,Ironville,"288,649"
United States,Meads,"288,649"
United States,Henderson,"285,667"
United States,Greensboro,"285,342"
United States,Saint Paul,"285,068"
United States,Plano,"283,558"
United States,Newark,"281,944"
United States,Toledo,"279,789"
United States,Lincoln,"277,348"
United States,Orlando,"270,934"
United States,Chula Vista,"265,757"
United States,Jersey City,"264,290"
United States,Chandler,"260,828"
United States,Fort Wayne,"260,326"
United States,Buffalo,"258,071"
United States,Durham,"257,636"
United States,St. Petersburg,"257,083"
United States,Irvine,"256,927"
United States,Laredo,"255,473"
United States,Lubbock,"249,042"
United States,Madison,"248,951"
United States,Gilbert,"247,542"
United States,Norfolk,"246,393"
United States,Louisville,"243,639"
United States,Reno,"241,445"
United States,Winston-Salem,"241,218"
United States,Glendale,"240,126"
United States,Hialeah,"237,069"
United States,Garland,"236,897"
United States,Scottsdale,"236,839"
United States,Irving,"236,607"
United States,Chesapeake,"235,429"
United States,North Las Vegas,"234,807"
United States,Fremont,"232,206"
United States,Baton Rouge,"228,590"
United States,Lexington,"225,366"
United States,Paradise,"223,167"
United States,Richmond,"220,289"
United States,Jamaica,"216,866"
United States,San Bernardino,"216,108"
United States,Spokane,"213,272"
United States,Birmingham,"212,461"
United States,Modesto,"211,266"
United States,Des Moines,"210,330"
United States,Rochester,"209,802"
United States,Maryvale,"208,189"
United States,Tacoma,"207,948"
United States,Arlington,"207,627"
United States,Fontana,"207,460"
United States,Oxnard,"207,254"
United States,Moreno Valley,"204,198"
United States,Fayetteville,"201,963"
United States,Huntington Beach,"201,899"
United States,Yonkers,"201,116"
United States,Glendale,"201,020"
United States,Aurora,"200,661"
United States,Montgomery,"200,602"
United States,Columbus,"200,579"
United States,Amarillo,"198,645"
United States,Little Rock,"197,992"
United States,Akron,"197,542"
United States,Shreveport,"197,204"
United States,Grand Rapids,"195,097"
United States,Mobile,"194,288"
United States,Salt Lake City,"192,672"
United States,Huntsville,"190,582"
United States,Tallahassee,"189,907"
United States,Sunrise Manor,"189,372"
United States,Grand Prairie,"187,809"
United States,Overland Park,"186,515"
United States,Knoxville,"185,291"
United States,Worcester,"184,815"
United States,Brownsville,"183,887"
United States,Newport News,"182,385"
United States,Santa Clarita,"182,371"
United States,Harlem,"181,259"
United States,Providence,"179,207"
United States,Fort Lauderdale,"178,590"
United States,East Flatbush,"178,464"
United States,Spring Valley,"178,395"
United States,Chattanooga,"176,588"
United States,Tempe,"175,826"
United States,Oceanside,"175,691"
United States,Garden Grove,"175,393"
United States,Rancho Cucamonga,"175,236"
United States,Cape Coral,"175,229"
United States,Santa Rosa,"174,972"
United States,East New York,"173,198"
United States,Vancouver,"172,860"
United States,Sioux Falls,"171,544"
